"kind","scenario","n","effect","method","statistic","p.value","repetition","B","seed","reject"
"torus_demo","T0_independent",100,0,"HSIC torus product",25.3280896548998,0.206666666666667,31,299,28460637,FALSE
"torus_demo","T1_coordinate_coupled",100,4,"HSIC torus product",45.9777835125354,0.00333333333333333,31,299,28560637,TRUE
"torus_demo","T0_independent",200,0,"HSIC torus product",11.8489170807397,0.666666666666667,31,299,28560637,FALSE
"torus_demo","T1_coordinate_coupled",200,4,"HSIC torus product",33.9397891559973,0.00333333333333333,31,299,28660637,TRUE
"torus_demo","T0_independent",100,0,"HSIC torus product",23.0085100931582,0.806666666666667,32,299,28460638,FALSE
"torus_demo","T1_coordinate_coupled",100,4,"HSIC torus product",42.8977651692756,0.00333333333333333,32,299,28560638,TRUE
"torus_demo","T0_independent",200,0,"HSIC torus product",12.9445341728002,0.126666666666667,32,299,28560638,FALSE
"torus_demo","T1_coordinate_coupled",200,4,"HSIC torus product",33.7007879120302,0.00333333333333333,32,299,28660638,TRUE
"torus_demo","T0_independent",100,0,"HSIC torus product",22.2426003792104,0.893333333333333,33,299,28460639,FALSE
"torus_demo","T1_coordinate_coupled",100,4,"HSIC torus product",45.820351645661,0.00333333333333333,33,299,28560639,TRUE
"torus_demo","T0_independent",200,0,"HSIC torus product",12.6506882009078,0.25,33,299,28560639,FALSE
"torus_demo","T1_coordinate_coupled",200,4,"HSIC torus product",30.6396682429957,0.00333333333333333,33,299,28660639,TRUE
"torus_demo","T0_independent",100,0,"HSIC torus product",24.0812306278969,0.513333333333333,34,299,28460640,FALSE
"torus_demo","T1_coordinate_coupled",100,4,"HSIC torus product",41.9893950433589,0.00333333333333333,34,299,28560640,TRUE
"torus_demo","T0_independent",200,0,"HSIC torus product",12.900344053098,0.146666666666667,34,299,28560640,FALSE
"torus_demo","T1_coordinate_coupled",200,4,"HSIC torus product",33.8890711763056,0.00333333333333333,34,299,28660640,TRUE
"torus_demo","T0_independent",100,0,"HSIC torus product",25.6883308219255,0.136666666666667,35,299,28460641,FALSE
"torus_demo","T1_coordinate_coupled",100,4,"HSIC torus product",43.8529862518626,0.00333333333333333,35,299,28560641,TRUE
"torus_demo","T0_independent",200,0,"HSIC torus product",11.4905201209208,0.79,35,299,28560641,FALSE
"torus_demo","T1_coordinate_coupled",200,4,"HSIC torus product",34.692759897326,0.00333333333333333,35,299,28660641,TRUE
"torus_demo","T0_independent",100,0,"HSIC torus product",23.9028900047081,0.56,36,299,28460642,FALSE
"torus_demo","T1_coordinate_coupled",100,4,"HSIC torus product",42.3144400953131,0.00333333333333333,36,299,28560642,TRUE
"torus_demo","T0_independent",200,0,"HSIC torus product",11.5852332804555,0.783333333333333,36,299,28560642,FALSE
"torus_demo","T1_coordinate_coupled",200,4,"HSIC torus product",31.3923931838125,0.00333333333333333,36,299,28660642,TRUE
"torus_demo","T0_independent",100,0,"HSIC torus product",23.1385351366501,0.77,37,299,28460643,FALSE
"torus_demo","T1_coordinate_coupled",100,4,"HSIC torus product",44.1871576386857,0.00333333333333333,37,299,28560643,TRUE
"torus_demo","T0_independent",200,0,"HSIC torus product",12.5548671270597,0.26,37,299,28560643,FALSE
"torus_demo","T1_coordinate_coupled",200,4,"HSIC torus product",32.0014114077172,0.00333333333333333,37,299,28660643,TRUE
"torus_demo","T0_independent",100,0,"HSIC torus product",22.4511404054702,0.9,38,299,28460644,FALSE
"torus_demo","T1_coordinate_coupled",100,4,"HSIC torus product",41.7543238982596,0.00333333333333333,38,299,28560644,TRUE
"torus_demo","T0_independent",200,0,"HSIC torus product",12.4668947890877,0.32,38,299,28560644,FALSE
"torus_demo","T1_coordinate_coupled",200,4,"HSIC torus product",33.5282850713515,0.00333333333333333,38,299,28660644,TRUE
"torus_demo","T0_independent",100,0,"HSIC torus product",25.505961929881,0.166666666666667,39,299,28460645,FALSE
"torus_demo","T1_coordinate_coupled",100,4,"HSIC torus product",41.6469946587606,0.00333333333333333,39,299,28560645,TRUE
"torus_demo","T0_independent",200,0,"HSIC torus product",12.9620690796241,0.17,39,299,28560645,FALSE
"torus_demo","T1_coordinate_coupled",200,4,"HSIC torus product",32.407070632545,0.00333333333333333,39,299,28660645,TRUE
"torus_demo","T0_independent",100,0,"HSIC torus product",23.0034050988505,0.776666666666667,40,299,28460646,FALSE
"torus_demo","T1_coordinate_coupled",100,4,"HSIC torus product",51.2866752645309,0.00333333333333333,40,299,28560646,TRUE
"torus_demo","T0_independent",200,0,"HSIC torus product",11.4243795564499,0.803333333333333,40,299,28560646,FALSE
"torus_demo","T1_coordinate_coupled",200,4,"HSIC torus product",32.9006107094415,0.00333333333333333,40,299,28660646,TRUE
"torus_demo","T0_independent",100,0,"HSIC torus product",24.8747802048319,0.313333333333333,41,299,28460647,FALSE
"torus_demo","T1_coordinate_coupled",100,4,"HSIC torus product",47.0535772414082,0.00333333333333333,41,299,28560647,TRUE
"torus_demo","T0_independent",200,0,"HSIC torus product",12.5548808076109,0.246666666666667,41,299,28560647,FALSE
"torus_demo","T1_coordinate_coupled",200,4,"HSIC torus product",33.6594676923118,0.00333333333333333,41,299,28660647,TRUE
"torus_demo","T0_independent",100,0,"HSIC torus product",23.5791220047743,0.716666666666667,42,299,28460648,FALSE
"torus_demo","T1_coordinate_coupled",100,4,"HSIC torus product",47.0737945489376,0.00333333333333333,42,299,28560648,TRUE
"torus_demo","T0_independent",200,0,"HSIC torus product",11.3398506493489,0.87,42,299,28560648,FALSE
"torus_demo","T1_coordinate_coupled",200,4,"HSIC torus product",32.0485663338103,0.00333333333333333,42,299,28660648,TRUE
"torus_demo","T0_independent",100,0,"HSIC torus product",22.8768763346203,0.84,43,299,28460649,FALSE
"torus_demo","T1_coordinate_coupled",100,4,"HSIC torus product",45.7299367415449,0.00333333333333333,43,299,28560649,TRUE
"torus_demo","T0_independent",200,0,"HSIC torus product",12.7637730426022,0.183333333333333,43,299,28560649,FALSE
"torus_demo","T1_coordinate_coupled",200,4,"HSIC torus product",33.1420827160719,0.00333333333333333,43,299,28660649,TRUE
"torus_demo","T0_independent",100,0,"HSIC torus product",24.4292479409481,0.356666666666667,44,299,28460650,FALSE
"torus_demo","T1_coordinate_coupled",100,4,"HSIC torus product",46.9819441307448,0.00333333333333333,44,299,28560650,TRUE
"torus_demo","T0_independent",200,0,"HSIC torus product",11.6348419891624,0.786666666666667,44,299,28560650,FALSE
"torus_demo","T1_coordinate_coupled",200,4,"HSIC torus product",33.2199379638118,0.00333333333333333,44,299,28660650,TRUE
"torus_demo","T0_independent",100,0,"HSIC torus product",24.0369866811902,0.47,45,299,28460651,FALSE
"torus_demo","T1_coordinate_coupled",100,4,"HSIC torus product",45.9662472130683,0.00333333333333333,45,299,28560651,TRUE
"torus_demo","T0_independent",200,0,"HSIC torus product",11.6440447462051,0.776666666666667,45,299,28560651,FALSE
"torus_demo","T1_coordinate_coupled",200,4,"HSIC torus product",32.076398592518,0.00333333333333333,45,299,28660651,TRUE
"torus_demo","T0_independent",100,0,"HSIC torus product",23.2428314395557,0.716666666666667,46,299,28460652,FALSE
"torus_demo","T1_coordinate_coupled",100,4,"HSIC torus product",43.8501187703512,0.00333333333333333,46,299,28560652,TRUE
"torus_demo","T0_independent",200,0,"HSIC torus product",11.1597108574675,0.95,46,299,28560652,FALSE
"torus_demo","T1_coordinate_coupled",200,4,"HSIC torus product",31.4477489122993,0.00333333333333333,46,299,28660652,TRUE
"torus_demo","T0_independent",100,0,"HSIC torus product",22.5365440642615,0.903333333333333,47,299,28460653,FALSE
"torus_demo","T1_coordinate_coupled",100,4,"HSIC torus product",41.6156909984944,0.00333333333333333,47,299,28560653,TRUE
"torus_demo","T0_independent",200,0,"HSIC torus product",12.3231420055905,0.403333333333333,47,299,28560653,FALSE
"torus_demo","T1_coordinate_coupled",200,4,"HSIC torus product",34.1260763232764,0.00333333333333333,47,299,28660653,TRUE
"torus_demo","T0_independent",100,0,"HSIC torus product",25.6733214441408,0.183333333333333,48,299,28460654,FALSE
"torus_demo","T1_coordinate_coupled",100,4,"HSIC torus product",43.7962768455001,0.00333333333333333,48,299,28560654,TRUE
"torus_demo","T0_independent",200,0,"HSIC torus product",11.2524428425236,0.913333333333333,48,299,28560654,FALSE
"torus_demo","T1_coordinate_coupled",200,4,"HSIC torus product",34.0574714965706,0.00333333333333333,48,299,28660654,TRUE
"torus_demo","T0_independent",100,0,"HSIC torus product",26.1913431050753,0.0966666666666667,49,299,28460655,FALSE
"torus_demo","T1_coordinate_coupled",100,4,"HSIC torus product",45.4424662205697,0.00333333333333333,49,299,28560655,TRUE
"torus_demo","T0_independent",200,0,"HSIC torus product",11.2433577850096,0.886666666666667,49,299,28560655,FALSE
"torus_demo","T1_coordinate_coupled",200,4,"HSIC torus product",33.5164817888967,0.00333333333333333,49,299,28660655,TRUE
"torus_demo","T0_independent",100,0,"HSIC torus product",23.1233980286249,0.71,50,299,28460656,FALSE
"torus_demo","T1_coordinate_coupled",100,4,"HSIC torus product",43.8724993174447,0.00333333333333333,50,299,28560656,TRUE
"torus_demo","T0_independent",200,0,"HSIC torus product",12.23295532482,0.403333333333333,50,299,28560656,FALSE
"torus_demo","T1_coordinate_coupled",200,4,"HSIC torus product",33.9979998773937,0.00333333333333333,50,299,28660656,TRUE
"torus_demo","T0_independent",100,0,"HSIC torus product",25.5105381730628,0.16,51,299,28460657,FALSE
"torus_demo","T1_coordinate_coupled",100,4,"HSIC torus product",45.792669979254,0.00333333333333333,51,299,28560657,TRUE
"torus_demo","T0_independent",200,0,"HSIC torus product",12.0312770590806,0.506666666666667,51,299,28560657,FALSE
"torus_demo","T1_coordinate_coupled",200,4,"HSIC torus product",32.7951316819167,0.00333333333333333,51,299,28660657,TRUE
"torus_demo","T0_independent",100,0,"HSIC torus product",24.6333307228097,0.36,52,299,28460658,FALSE
"torus_demo","T1_coordinate_coupled",100,4,"HSIC torus product",44.3349976625515,0.00333333333333333,52,299,28560658,TRUE
"torus_demo","T0_independent",200,0,"HSIC torus product",10.6501569281493,0.993333333333333,52,299,28560658,FALSE
"torus_demo","T1_coordinate_coupled",200,4,"HSIC torus product",32.7674637070056,0.00333333333333333,52,299,28660658,TRUE
"torus_demo","T0_independent",100,0,"HSIC torus product",23.5555736492331,0.633333333333333,53,299,28460659,FALSE
"torus_demo","T1_coordinate_coupled",100,4,"HSIC torus product",42.4436466680692,0.00333333333333333,53,299,28560659,TRUE
"torus_demo","T0_independent",200,0,"HSIC torus product",10.9808942505509,0.96,53,299,28560659,FALSE
"torus_demo","T1_coordinate_coupled",200,4,"HSIC torus product",31.6019807336073,0.00333333333333333,53,299,28660659,TRUE
"torus_demo","T0_independent",100,0,"HSIC torus product",27.0071813996488,0.04,54,299,28460660,TRUE
"torus_demo","T1_coordinate_coupled",100,4,"HSIC torus product",42.3614291052239,0.00333333333333333,54,299,28560660,TRUE
"torus_demo","T0_independent",200,0,"HSIC torus product",13.5057535211394,0.0366666666666667,54,299,28560660,TRUE
"torus_demo","T1_coordinate_coupled",200,4,"HSIC torus product",32.9759091703006,0.00333333333333333,54,299,28660660,TRUE
"torus_demo","T0_independent",100,0,"HSIC torus product",26.1704384420135,0.0866666666666667,55,299,28460661,FALSE
"torus_demo","T1_coordinate_coupled",100,4,"HSIC torus product",43.8997035703998,0.00333333333333333,55,299,28560661,TRUE
"torus_demo","T0_independent",200,0,"HSIC torus product",12.1496920464193,0.476666666666667,55,299,28560661,FALSE
"torus_demo","T1_coordinate_coupled",200,4,"HSIC torus product",33.2804528396589,0.00333333333333333,55,299,28660661,TRUE
"torus_demo","T0_independent",100,0,"HSIC torus product",27.4323251030831,0.0166666666666667,56,299,28460662,TRUE
"torus_demo","T1_coordinate_coupled",100,4,"HSIC torus product",42.420951347121,0.00333333333333333,56,299,28560662,TRUE
"torus_demo","T0_independent",200,0,"HSIC torus product",12.9132774549245,0.153333333333333,56,299,28560662,FALSE
"torus_demo","T1_coordinate_coupled",200,4,"HSIC torus product",33.4839551608216,0.00333333333333333,56,299,28660662,TRUE
"torus_demo","T0_independent",100,0,"HSIC torus product",26.5289891509935,0.0666666666666667,57,299,28460663,FALSE
"torus_demo","T1_coordinate_coupled",100,4,"HSIC torus product",44.8315741131947,0.00333333333333333,57,299,28560663,TRUE
"torus_demo","T0_independent",200,0,"HSIC torus product",11.0133763501447,0.953333333333333,57,299,28560663,FALSE
"torus_demo","T1_coordinate_coupled",200,4,"HSIC torus product",34.6452595200355,0.00333333333333333,57,299,28660663,TRUE
"torus_demo","T0_independent",100,0,"HSIC torus product",25.5321311715349,0.146666666666667,58,299,28460664,FALSE
"torus_demo","T1_coordinate_coupled",100,4,"HSIC torus product",43.0003848620164,0.00333333333333333,58,299,28560664,TRUE
"torus_demo","T0_independent",200,0,"HSIC torus product",11.7307267699065,0.673333333333333,58,299,28560664,FALSE
"torus_demo","T1_coordinate_coupled",200,4,"HSIC torus product",32.247787002903,0.00333333333333333,58,299,28660664,TRUE
"torus_demo","T0_independent",100,0,"HSIC torus product",27.6635118248026,0.00666666666666667,59,299,28460665,TRUE
"torus_demo","T1_coordinate_coupled",100,4,"HSIC torus product",44.3548283225877,0.00333333333333333,59,299,28560665,TRUE
"torus_demo","T0_independent",200,0,"HSIC torus product",13.8811617161838,0.01,59,299,28560665,TRUE
"torus_demo","T1_coordinate_coupled",200,4,"HSIC torus product",32.4149334315638,0.00333333333333333,59,299,28660665,TRUE
"torus_demo","T0_independent",100,0,"HSIC torus product",26.6875949571076,0.0433333333333333,60,299,28460666,TRUE
"torus_demo","T1_coordinate_coupled",100,4,"HSIC torus product",43.8885817808623,0.00333333333333333,60,299,28560666,TRUE
"torus_demo","T0_independent",200,0,"HSIC torus product",12.6600151667529,0.233333333333333,60,299,28560666,FALSE
